GEOID,Tract,PEWhite,PEBlack,PENative,PEAsian,PEHIPI,PEHispanic,GiniE,MedincE,PEpubasst,PEnopubasst,PENoCollege,PECollege,PEUnder18,PE18t24,PE25t34,PE35t44,PE45t54,PE55t64,PE65t74,PE75over,PEFemale,PEMale
17031031400,"Census Tract 314, Cook County, Illinois",0.6722401289282837,0.0717163577759871,0.0022159548751007254,0.12610797743755037,0,0.09508460918614021,0.4557,70237,0.005475040257648953,0.994524959742351,0.0388283378746594,0.8435513169845595,0.04754230459307011,0.0652699435938759,0.3136583400483481,0.1404109589041096,0.10112812248186946,0.12026591458501208,0.11986301369863013,0.09186140209508462,0.515310233682514,0.4846897663174859
17031031501,"Census Tract 315.01, Cook County, Illinois",0.3565042467590523,0.3131426016987036,0,0.16763522574877068,0,0.1430487259722843,0.482,36917,0.0975991649269311,0.9024008350730689,0.19030939871570343,0.4836544074722709,0.16517657577112205,0.06906571300849351,0.20451497541350022,0.13500223513634332,0.12762628520339742,0.11890925346446134,0.08739383102369244,0.09231113097898971,0.5118462226195798,0.4881537773804202
17031031502,"Census Tract 315.02, Cook County, Illinois",0.3530682800345722,0.3703543647363872,0,0.030466724286949007,0,0.21780466724286948,0.5508,28403,0.07621052631578948,0.9237894736842105,0.13426488456865127,0.5003037667071689,0.17545375972342264,0.1132238547968885,0.26490924805531546,0.14606741573033707,0.11905790838375108,0.10090751944684528,0.03543647363872083,0.0449438202247191,0.5019446845289542,0.4980553154710458
17031031700,"Census Tract 317, Cook County, Illinois",0.6288872512896094,0.22756079587324982,0.025497420781134858,0.026234340456890198,0,0.07840825350036847,0.4986,56448,0.06773569256289742,0.9322643074371025,0.06675542031190566,0.6390262457208064,0.09270449521002211,0.13235077376565954,0.33028739867354456,0.1475313190862196,0.14826823876197495,0.09609432571849669,0.036845983787767135,0.0159174649963154,0.48754605747973473,0.5124539425202653
17031031800,"Census Tract 318, Cook County, Illinois",0.737427210164108,0.028586553732133403,0,0.08734780307040763,0,0.1254632080465855,0.4617,84758,0.005112474437627812,0.9948875255623721,0.03204272363150868,0.8050734312416555,0.15457914240338805,0.05240868184224457,0.31868713605082055,0.22922181048173637,0.1212281630492324,0.058761249338274216,0.048703017469560614,0.01641079936474325,0.4727368978295394,0.5272631021704606
17031031900,"Census Tract 319, Cook County, Illinois",0.6982017200938233,0.08014073494917905,0.00547302580140735,0.04925723221266615,0,0.11532447224394057,0.4861,69265,0.007086614173228346,0.9929133858267717,0.06954793840039741,0.7466467958271237,0.13291634089132134,0.08014073494917905,0.32720875684128226,0.18960125097732602,0.10906958561376075,0.08248631743549648,0.04886630179827991,0.029710711493354185,0.4659890539483972,0.5340109460516028
17031032100,"Census Tract 321, Cook County, Illinois",0.6854770616380523,0.04390655783844638,0,0.06881508584294962,0,0.16957500703630735,0.5045,64702,0.06109324758842444,0.9389067524115756,0.05689569123273998,0.668274829479288,0.07289614410357445,0.08119898677174218,0.30439065578384467,0.1723895299746693,0.08893892485223755,0.16408668730650156,0.033633549113425275,0.08246552209400507,0.5113988179003659,0.4886011820996341
17031040100,"Census Tract 401, Cook County, Illinois",0.6185068857211887,0.06112587581541435,0.00362406378352259,0.04107272287992269,0,0.25344286059434645,0.3945,96467,0.01516990291262136,0.9848300970873787,0.0736571244773239,0.6699903505950466,0.17757912539260692,0.0712732544092776,0.23798018845131674,0.180478376419425,0.10244020294757188,0.13892244503503262,0.04590480792461947,0.0454215994201498,0.49528871708142064,0.5047112829185794
17031040201,"Census Tract 402.01, Cook County, Illinois",0.5933372468447314,0.04167889638978574,1.46756677428823e-4,0.07778103903727619,0,0.24655121808042266,0.3932,73475,0.017702070808283232,0.9822979291917168,0.08073496659242761,0.6308463251670379,0.16436747872028176,0.04490754329321984,0.3149398297622542,0.19489286762547695,0.10228940416788963,0.07469914881127092,0.04476078661579102,0.059142941003815674,0.5055767537422953,0.49442324625770473
17031040202,"Census Tract 402.02, Cook County, Illinois",0.4586062352632958,0.048336389834948916,0,0.16151427822897563,0,0.24495677233429394,0.4706,47367,0.021937225784677692,0.9780627742153223,0.13075104564466267,0.491725768321513,0.19871626932145664,0.08095362850406078,0.1706837830757139,0.18339009693476552,0.13479172124705266,0.1334817919832329,0.06405554100078596,0.03392716793293162,0.5256746135708672,0.4743253864291328
